ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
2090021,Namatanai,-3.6667,152.4333,30.06,65,78,0.79,PG,2021-04-30 02:05:52
1800163,Nanchang,28.6833,115.8833,24.54,54,0,6.11,CN,2021-04-30 02:05:53
1262034,Nambiyūr,11.3667,77.3333,26.0,89,40,2.57,IN,2021-04-30 02:02:18
3430545,Morón,-34.6534,-58.6198,17.39,82,0,0.45,AR,2021-04-30 01:56:04
7341918,Moba,33.2288,105.0179,18.12,39,0,1.25,CN,2021-04-30 02:05:53
1529376,Korla,41.7597,86.1469,24.07,13,0,1.58,CN,2021-04-30 02:05:54
3374083,Bathsheba,13.2167,-59.5167,25.0,61,20,4.63,BB,2021-04-30 02:05:54
1733023,Kuala Lipis,4.1842,102.0468,25.93,87,100,0.51,MY,2021-04-30 02:05:55
2650086,New Deer,57.5123,-2.1884,2.83,71,9,0.45,GB,2021-04-30 02:05:55
3520994,Puerto Escondido,15.85,-97.0667,27.0,78,40,2.57,MX,2021-04-30 02:05:56
3839307,Rawson,-43.3002,-65.1023,17.8,54,100,1.62,AR,2021-04-30 02:05:56
1500933,Labytnangi,66.6572,66.4183,-3.21,95,100,1.41,RU,2021-04-30 02:05:56
3133311,Ulvik,60.5672,6.9187,-2.76,83,12,2.22,NO,2021-04-30 02:05:57
3843123,Neuquén,-38.9516,-68.0591,13.0,94,0,0.61,AR,2021-04-30 02:05:57
3557923,Guáimaro,21.05,-77.35,25.0,78,1,4.12,CU,2021-04-30 02:05:58
2155562,Nelson Bay,-32.7167,152.15,21.61,77,40,4.12,AU,2021-04-30 02:03:18
1502112,Krasnogorskiy,54.6025,61.231,5.18,70,11,4.57,RU,2021-04-30 02:05:58
734939,Neos Marmaras,40.1,23.7833,14.03,92,1,0.61,GR,2021-04-30 02:05:59
3388847,São Félix do Xingu,-6.6447,-51.995,21.79,98,78,0.56,BR,2021-04-30 02:05:59
2265788,Montijo,38.7067,-8.9739,11.28,76,0,2.06,PT,2021-04-30 02:06:00
1248991,Colombo,6.9319,79.8478,24.0,94,90,1.54,LK,2021-04-30 02:03:47
5861897,Fairbanks,64.8378,-147.7164,5.99,65,90,6.69,US,2021-04-30 02:06:00
5117949,Freeport,40.6576,-73.5832,17.8,88,90,9.26,US,2021-04-30 02:05:51
3347353,Menongue,-14.6585,17.691,17.65,78,100,1.27,AO,2021-04-30 02:06:01
2013392,Vilyuysk,63.7553,121.6247,0.8,82,100,2.03,RU,2021-04-30 02:06:02
2014694,Tyrma,50.0833,132.1667,12.24,37,61,2.18,RU,2021-04-30 02:06:02
4169130,Port Charlotte,26.9762,-82.0906,25.39,78,1,2.06,US,2021-04-30 02:06:03
147425,Neftçala,39.3742,49.2472,15.17,64,88,1.24,AZ,2021-04-30 02:06:03
1812427,Dongkan,33.9997,119.8308,20.98,39,54,4.41,CN,2021-04-30 02:06:03
3139597,Sistranda,63.7256,8.834,1.0,93,75,2.57,NO,2021-04-30 02:06:04
3451138,Rio Grande,-32.035,-52.0986,16.09,79,1,2.65,BR,2021-04-30 02:06:04
2422968,Boffa,10.1667,-14.0333,24.24,77,94,0.46,GN,2021-04-30 02:06:05
4705349,Laredo,27.5064,-99.5075,26.91,53,1,7.2,US,2021-04-30 02:02:17
64814,Bandarbeyla,9.4942,50.8122,27.76,77,22,1.72,SO,2021-04-30 02:06:05
2112802,Hasaki,35.7333,140.8333,23.09,43,20,3.09,JP,2021-04-30 01:56:15
2123628,Magadan,59.5667,150.8,2.52,74,72,0.9,RU,2021-04-30 02:03:16
5697939,North Platte,41.1239,-100.7654,18.43,36,1,2.06,US,2021-04-30 02:05:29
3135601,Stryn,61.9045,6.7226,-5.28,88,22,0.45,NO,2021-04-30 02:06:06
4499379,Wilmington,34.2257,-77.9447,22.7,73,1,6.17,US,2021-04-30 02:05:54
1726449,Basco,20.4487,121.9702,26.2,70,34,1.79,PH,2021-04-30 02:06:07
5128316,Nassau,40.7507,-73.5829,17.78,88,90,9.26,US,2021-04-30 02:04:00
2125906,Dukat,62.55,155.55,-1.81,89,95,2.02,RU,2021-04-30 02:06:08
1282898,Pokhara,28.2333,83.9833,27.88,17,50,1.84,NP,2021-04-30 02:06:08
1792087,Yinzhu,35.8786,119.9753,15.0,47,0,1.0,CN,2021-04-30 02:06:09
1485997,Yeniseysk,58.4497,92.1703,4.84,86,100,5.37,RU,2021-04-30 02:06:09
2017646,Priargunsk,50.3691,119.1012,3.84,61,11,4.41,RU,2021-04-30 02:06:09
3416888,Grindavik,63.8424,-22.4338,5.0,81,90,2.57,IS,2021-04-30 02:06:10
5282297,Bethel,41.3712,-73.414,17.59,92,100,5.17,US,2021-04-30 02:06:10
1064366,Ifanadiana,-21.3,47.6333,18.08,98,53,0.77,MG,2021-04-30 02:06:11
3033390,Arrondissement de Bergerac,44.8333,0.5,7.7,93,100,1.61,FR,2021-04-30 02:06:11
343593,Āreka,7.0667,37.7,15.81,93,99,0.15,ET,2021-04-30 02:06:11
2129537,Kitami,43.8031,143.8908,4.44,93,75,6.17,JP,2021-04-30 02:06:12
361058,Alexandria,31.2156,29.9553,19.0,77,0,1.54,EG,2021-04-30 02:03:28
127319,Khorramshahr,30.4397,48.1664,22.0,53,0,1.03,IR,2021-04-30 02:06:12
3529654,Dzilam González,21.2833,-88.9333,28.33,48,88,5.26,MX,2021-04-30 02:06:13
3652758,Puerto Baquerizo Moreno,-0.9,-89.6,23.87,85,17,5.24,EC,2021-04-30 02:02:51
4013679,Coahuayana Viejo,18.7333,-103.6833,23.44,85,52,1.13,MX,2021-04-30 02:06:13
305681,Kumluca,36.3703,30.2869,22.06,42,7,1.96,TR,2021-04-30 02:06:14
1853174,Sakaiminato,35.55,133.2333,17.95,52,75,10.8,JP,2021-04-30 02:06:14
5746545,Portland,45.5234,-122.6762,23.08,35,75,6.69,US,2021-04-30 02:04:09
877670,Namalenga,-10.95,39.1,20.65,97,81,0.24,TZ,2021-04-30 02:06:15
3020035,Épinal,48.1833,6.45,5.98,87,0,1.36,FR,2021-04-30 02:06:15
3699095,Cajabamba,-7.6167,-78.05,13.15,84,70,1.23,PE,2021-04-30 02:06:16
290030,Doha,25.2867,51.5333,25.32,38,0,2.57,QA,2021-04-30 02:06:16
215527,Kabinda,-6.1333,24.4833,19.35,91,97,1.22,CD,2021-04-30 02:06:16
5847411,Kahului,20.8947,-156.47,23.73,69,40,8.23,US,2021-04-30 02:06:17
3883457,Lebu,-37.6167,-73.65,12.81,95,100,3.57,CL,2021-04-30 02:06:17
1608595,Mukdahan,16.5833,104.5,26.0,73,75,2.06,TH,2021-04-30 02:06:18
3563856,Colombia,20.9881,-77.4297,25.0,78,1,4.12,CU,2021-04-30 02:06:18
1058381,Morondava,-20.2833,44.2833,25.14,75,71,2.5,MG,2021-04-30 02:06:19
1489425,Zonalnaya Stantsiya,56.4269,85.0221,6.43,65,20,5.0,RU,2021-04-30 02:06:19
514734,Orsk,51.2049,58.5668,4.0,70,0,4.0,RU,2021-04-30 02:06:20
1270287,Harpanahalli,14.8,75.9833,26.92,45,11,0.85,IN,2021-04-30 02:06:20
3517970,Pochutla,15.7432,-96.4661,26.67,82,89,0.89,MX,2021-04-30 02:06:20
2381972,Adrar,20.5022,-10.0711,24.36,40,4,4.12,MR,2021-04-30 02:04:13
258377,Lygourio,37.6167,23.0333,15.67,77,0,0.46,GR,2021-04-30 02:06:21
6690296,Saint-Joseph,-21.3667,55.6167,22.6,83,90,7.72,RE,2021-04-30 02:06:21
1645528,Denpasar,-8.65,115.2167,29.0,79,20,4.12,ID,2021-04-30 02:03:50
6355222,Yulara,-25.2406,130.9889,24.0,19,8,5.66,AU,2021-04-30 02:06:22
3769960,Paratebueno,4.3758,-73.2155,22.6,94,99,0.91,CO,2021-04-30 02:06:22
2322495,Tari,12.4086,4.4914,29.82,30,75,3.3,NG,2021-04-30 02:06:23
2176639,Batemans Bay,-35.7167,150.1833,20.56,60,0,2.8,AU,2021-04-30 02:06:23
3385899,Tutóia,-2.7619,-42.2744,24.77,88,100,4.09,BR,2021-04-30 02:06:24
2177069,Ballina,-28.8667,153.5667,19.14,94,75,4.12,AU,2021-04-30 01:56:30
3948613,Acarí,-15.4311,-74.6158,20.24,82,20,2.21,PE,2021-04-30 02:06:24
1791779,Wanning,18.8003,110.3967,27.22,72,75,1.18,CN,2021-04-30 02:04:31
3615683,Wiwilí,13.6268,-85.8254,25.19,44,6,1.91,NI,2021-04-30 02:06:25
4328254,Iberia,29.9502,-91.7507,25.16,83,75,4.12,US,2021-04-30 02:06:25
1591474,Bac Lieu,9.285,105.7244,30.78,58,57,6.07,VN,2021-04-30 02:06:26
4031742,Egvekinot,66.3167,-179.1667,-3.74,74,31,1.06,RU,2021-04-30 02:06:26
2084442,Vanimo,-2.6741,141.3028,29.09,78,95,2.58,PG,2021-04-30 02:06:26
701802,Markova,48.6758,24.4138,10.38,90,100,2.36,UA,2021-04-30 02:06:27
4470244,Havelock,34.8791,-76.9013,21.54,73,1,6.69,US,2021-04-30 02:06:27
4132093,Springdale,36.1867,-94.1288,16.52,59,1,2.57,US,2021-04-30 02:05:27
1276728,Bāsugaon,26.4667,90.4,32.29,26,0,0.88,IN,2021-04-30 02:06:28
3461013,Irecê,-11.3042,-41.8558,20.68,81,12,4.6,BR,2021-04-30 02:06:28
4946620,Palmer,42.1584,-72.3287,12.69,100,90,3.09,US,2021-04-30 01:57:03
3155152,Gravdal,68.1214,13.5031,1.17,70,72,8.02,NO,2021-04-30 01:57:22
1861416,Ishigaki,24.3448,124.1572,25.0,65,20,2.57,JP,2021-04-30 02:06:30
516588,Nyrob,60.733,56.7202,-0.21,77,14,2.76,RU,2021-04-30 02:06:30
2265447,Olhão,37.0286,-7.8411,13.0,71,0,3.6,PT,2021-04-30 02:06:30
5815342,Wenatchee,47.4235,-120.3103,23.16,22,1,2.06,US,2021-04-30 02:03:44
1642773,Japura,-0.3167,102.35,24.6,94,100,1.5,ID,2021-04-30 02:06:31
2246901,Oussouye,12.485,-16.5469,23.0,83,0,2.06,SN,2021-04-30 02:06:31
3616092,Telica,12.522,-86.8594,26.14,69,27,1.13,NI,2021-04-30 02:06:32
1263752,Māngrol,21.1167,70.1167,27.39,70,98,4.7,IN,2021-04-30 02:06:32
2334756,Kaura Namoda,12.5898,6.5779,28.2,9,54,2.36,NG,2021-04-30 02:06:33
4173838,Spring Hill,28.4769,-82.5255,22.7,78,1,3.03,US,2021-04-30 02:05:24
3520064,Salina Cruz,16.1667,-95.2,27.85,76,6,5.89,MX,2021-04-30 02:06:34
8079926,Labuhan,-6.8844,112.2051,28.34,73,35,2.31,ID,2021-04-30 02:06:34
470905,Vuktyl,63.8567,57.3094,-0.46,60,99,1.87,RU,2021-04-30 02:06:35
1803367,Linqing,36.8456,115.7117,17.03,21,100,2.89,CN,2021-04-30 02:05:14
3616594,San Rafael del Sur,11.8485,-86.4384,31.0,51,20,3.09,NI,2021-04-30 02:06:35
3188516,Ulcinj,41.9294,19.2244,13.0,82,0,2.57,ME,2021-04-30 02:06:36
3870282,Talcahuano,-36.7167,-73.1167,13.0,94,90,0.51,CL,2021-04-30 02:04:39
308463,Kayseri Province,38.737,35.4968,18.0,45,75,4.12,TR,2021-04-30 02:04:35
2980080,Saint-François,46.4154,3.9054,8.95,93,90,1.54,FR,2021-04-30 02:06:36
1714733,Dingle,10.9995,122.6711,31.17,42,18,2.57,PH,2021-04-30 02:06:37
893549,Chipinge,-20.1883,32.6236,14.91,84,0,1.37,ZW,2021-04-30 02:06:37
1848976,Wajima,37.4,136.9,14.0,88,75,2.57,JP,2021-04-30 02:06:38
3662761,Porto Walter,-8.2686,-72.7439,22.14,91,84,0.77,BR,2021-04-30 02:06:38
2179103,Whitianga,-36.8333,175.7,19.44,71,45,3.13,NZ,2021-04-30 02:06:38
3696509,Huamachuco,-7.8,-78.0667,10.6,90,85,1.5,PE,2021-04-30 02:06:39
5983720,Iqaluit,63.7506,-68.5145,0.0,100,90,2.06,CA,2021-04-30 02:06:39
1650213,Banjarmasin,-3.3244,114.591,29.0,79,0,3.6,ID,2021-04-30 01:59:30
1526273,Nur-Sultan,51.1801,71.446,5.0,70,0,1.0,KZ,2021-04-30 02:06:40
1489822,Tegul'det,57.3064,88.1667,6.4,84,81,5.05,RU,2021-04-30 01:56:53
3445026,Vila Velha,-20.3297,-40.2925,22.0,78,75,3.6,BR,2021-04-30 02:02:16
4330236,Lake Charles,30.2131,-93.2044,24.57,88,1,4.63,US,2021-04-30 02:06:09
6111862,Port Hardy,50.6996,-127.4199,10.84,87,90,1.54,CA,2021-04-30 02:06:41
5546220,Saint George,37.1041,-113.5841,28.44,13,1,5.66,US,2021-04-30 02:02:13
7671223,Kloulklubed,7.0419,134.2556,30.0,74,75,1.54,PW,2021-04-30 02:06:42
6096551,Pangnirtung,66.1451,-65.7125,0.04,76,100,2.6,CA,2021-04-30 02:06:42
2112576,Ishinomaki,38.4167,141.3,19.0,42,75,8.23,JP,2021-04-30 02:06:42
602913,Skellefteå,64.7507,20.9528,1.76,64,40,5.66,SE,2021-04-30 02:06:43
245669,Adré,13.4667,22.2,26.04,12,32,3.89,TD,2021-04-30 02:06:43
3141548,Rognan,67.0953,15.3878,0.7,91,100,2.78,NO,2021-04-30 02:06:44
1789945,Xiaoweizhai,26.1903,107.5125,22.41,60,49,1.89,CN,2021-04-30 02:06:44
2112539,Iwaki,37.05,140.8833,18.46,44,0,2.68,JP,2021-04-30 02:06:44
3440777,Rocha,-34.4833,-54.3333,12.55,84,0,2.05,UY,2021-04-30 02:06:45
2400547,Gamba,-2.65,10.0,25.22,90,100,1.62,GA,2021-04-30 02:06:45
2146268,Toowoomba,-27.55,151.9667,18.96,64,75,7.2,AU,2021-04-30 02:06:46
3588206,Tucurú,15.3,-90.0667,27.27,60,99,1.24,GT,2021-04-30 02:06:46
3159954,Brønnøysund,65.4625,12.1997,1.0,93,90,1.54,NO,2021-04-30 02:06:46
2210554,Sirte,31.2089,16.5887,27.07,27,4,4.11,LY,2021-04-30 02:06:47
364027,Wagar,16.1525,36.2032,27.25,61,64,3.19,SD,2021-04-30 02:06:47
2395317,Banikoara,11.2985,2.4386,30.2,45,77,3.34,BJ,2021-04-30 02:06:48
5859699,College,64.8569,-147.8028,5.82,70,75,6.17,US,2021-04-30 02:06:48
3453478,Pitanga,-24.7572,-51.7614,11.57,73,0,2.56,BR,2021-04-30 02:03:31
1640660,Gondanglegi,-7.7479,112.0132,28.61,72,44,3.8,ID,2021-04-30 02:06:49
3129135,Avilés,43.5547,-5.9248,9.55,93,90,1.54,ES,2021-04-30 02:04:00
3443061,Chui,-33.6971,-53.4616,13.31,81,0,1.79,UY,2021-04-30 02:06:49
1624725,Tarakan,3.3,117.6333,29.0,79,75,1.54,ID,2021-04-30 02:06:50
1267433,Kattivākkam,13.2167,80.3167,29.23,79,40,4.52,IN,2021-04-30 02:06:16
4235229,Carlyle,38.6103,-89.3726,16.91,71,0,3.88,US,2021-04-30 02:06:50
3698359,Chicama,-7.8447,-79.1469,20.9,78,0,2.55,PE,2021-04-30 02:06:51
3609293,Guanaja,16.4,-85.9,27.85,89,0,10.29,HN,2021-04-30 02:06:51
3579925,St. George's,12.0564,-61.7485,24.0,94,75,3.65,GD,2021-04-30 02:06:52
1174451,Keti Bandar,24.1447,67.4497,27.51,78,5,4.51,PK,2021-04-30 02:06:52
2022083,Alekseyevsk,57.8406,108.3492,4.73,61,10,0.51,RU,2021-04-30 02:06:53
4161957,Lighthouse PT,26.2756,-80.0873,26.19,73,1,3.09,US,2021-04-30 02:06:53
223816,Djibouti,11.5,42.5,29.0,74,1,5.14,DJ,2021-04-30 02:06:53
236901,Ouadda,8.0777,22.4007,21.0,80,100,1.77,CF,2021-04-30 02:06:54
6160603,Swift Current,50.2834,-107.8014,12.0,40,75,9.26,CA,2021-04-30 02:06:54
154780,Maramba,-5.05,38.6167,17.3,97,100,1.3,TZ,2021-04-30 02:05:26
3115824,Muros,42.7762,-9.0603,5.84,92,8,4.14,ES,2021-04-30 02:06:55
3646767,Caraballeda,10.6112,-66.8522,20.67,88,40,0.51,VE,2021-04-30 02:06:55
3924908,Pimenta Bueno,-11.6725,-61.1936,20.8,85,100,1.61,BR,2021-04-30 02:06:56
3353383,Rundu,-17.9333,19.7667,17.0,65,5,0.54,NA,2021-04-30 02:06:56
1650434,Bambanglipuro,-7.95,110.2833,28.03,72,71,1.11,ID,2021-04-30 02:06:56
2035261,Taihecun,45.8,130.85,15.33,24,100,3.43,CN,2021-04-30 02:06:57
1852357,Shimoda,34.6667,138.95,21.13,60,20,9.77,JP,2021-04-30 02:06:57
2025256,Chumikan,54.7183,135.315,0.3,83,100,3.49,RU,2021-04-30 02:05:21
3393692,Itarema,-2.9248,-39.9167,25.08,82,100,3.59,BR,2021-04-30 02:06:58
1626099,Sumenep,-7.0167,113.8667,29.38,70,57,4.5,ID,2021-04-30 02:06:58
3147467,Lillesand,58.2488,8.3778,2.21,86,0,3.6,NO,2021-04-30 02:06:59
5935341,Dauphin,51.1494,-100.0502,9.0,27,1,3.6,CA,2021-04-30 02:06:59
339219,Dessie,11.1333,39.6333,13.38,83,100,0.35,ET,2021-04-30 02:07:00
5922281,Chute-aux-Outardes,49.1168,-68.399,6.0,65,1,2.57,CA,2021-04-30 02:07:00
2618795,Klaksvík,62.2266,-6.589,2.0,69,90,1.03,FO,2021-04-30 02:07:00
5536630,Cedar City,37.6775,-113.0619,19.29,17,1,4.12,US,2021-04-30 02:07:01
2123814,Leningradskiy,69.3833,178.4167,-3.55,82,97,7.84,RU,2021-04-30 02:07:01
3421719,Narsaq,60.9167,-46.05,2.0,80,20,2.06,GL,2021-04-30 02:07:02
2013986,Ust'-Barguzin,53.45,108.9833,1.01,64,4,0.21,RU,2021-04-30 02:07:02
3380290,Sinnamary,5.3833,-52.95,24.81,89,100,2.63,GF,2021-04-30 02:07:03
1806041,Jiaocheng,24.6774,116.1389,26.53,44,9,1.22,CN,2021-04-30 02:07:04
2729907,Longyearbyen,78.2186,15.6401,-7.0,63,40,5.66,SJ,2021-04-30 02:07:04
610864,Khani,41.9563,42.9566,11.0,87,0,1.54,GE,2021-04-30 02:07:04
1583992,Turan,16.0678,108.2208,30.0,58,20,1.54,VN,2021-04-30 02:02:57
1632694,Pangkalanbuun,-2.6833,111.6167,31.04,60,38,1.24,ID,2021-04-30 02:07:05
3150002,Kjøpsvik,68.097,16.3742,0.09,74,75,3.09,NO,2021-04-30 02:07:05
3984997,San Quintín,30.4833,-115.95,18.3,72,0,3.7,MX,2021-04-30 02:07:06
950709,Swellendam,-34.0226,20.4417,9.0,93,76,2.57,ZA,2021-04-30 02:07:06
5821593,Cody,44.5263,-109.0565,19.2,26,1,2.57,US,2021-04-30 02:03:11
3471872,Aracaju,-10.9111,-37.0717,27.0,78,40,4.12,BR,2021-04-30 02:07:07
515805,Oktyabr'skoye,43.0645,44.7417,6.83,100,20,2.0,RU,2021-04-30 02:07:08
1068971,Antsohihy,-14.8796,47.9875,22.77,81,14,2.57,MG,2021-04-30 02:07:08
2392087,Porto-Novo,6.4965,2.6036,28.0,83,20,2.57,BJ,2021-04-30 02:06:21
336454,Ginir,7.1333,40.7,14.42,88,100,1.69,ET,2021-04-30 02:07:09
1142226,Dawlatabad,36.4141,64.9053,21.13,58,100,5.04,AF,2021-04-30 02:07:09
1162959,Umarkot,25.3616,69.7362,27.36,63,37,3.5,PK,2021-04-30 02:07:09
2035453,Pingzhuang,42.0372,119.2889,11.18,12,94,2.26,CN,2021-04-30 02:07:10
186180,Moyale,3.5167,39.0584,19.33,82,97,0.83,KE,2021-04-30 01:57:12
3179485,Castel San Giovanni,45.0583,9.4335,13.15,90,95,0.44,IT,2021-04-30 02:07:10
689157,Volodarka,49.5248,29.9122,9.88,78,99,4.95,UA,2021-04-30 02:07:11
1651531,Ambon City,-3.6954,128.1814,29.01,65,88,2.26,ID,2021-04-30 02:07:11
3899695,Ancud,-41.8697,-73.8203,11.57,94,0,4.63,CL,2021-04-30 02:07:12
1337610,Thinadhoo,0.5333,72.9333,28.44,71,21,1.98,MV,2021-04-30 02:07:12
2121373,Seymchan,62.8833,152.4333,0.86,92,98,0.52,RU,2021-04-30 02:07:13
540761,Kropotkin,45.4375,40.5756,11.3,95,76,3.43,RU,2021-04-30 02:07:13
2101169,Aitape,-3.1374,142.3475,29.92,68,41,2.57,PG,2021-04-30 02:07:13
7117100,Vila,42.0304,-8.1588,5.56,88,20,0.89,PT,2021-04-30 02:07:01
214575,Kampene,-3.6,26.6667,20.25,98,100,0.82,CD,2021-04-30 02:07:14
3394023,Natal,-5.795,-35.2094,24.5,94,75,2.57,BR,2021-04-30 02:07:14
610611,Aktobe,50.2797,57.2072,0.0,86,0,2.0,KZ,2021-04-30 01:57:24
3893629,Coquimbo,-29.9533,-71.3436,13.0,88,0,2.06,CL,2021-04-30 02:03:16
1488048,Ulagan,50.6321,87.9563,14.37,53,100,2.05,RU,2021-04-30 02:07:15
3988392,Rosarito,32.3333,-117.0333,22.33,78,20,3.6,MX,2021-04-30 02:07:16
2173911,Broken Hill,-31.95,141.4333,23.0,28,0,4.63,AU,2021-04-30 02:07:16
1512019,Aksarka,66.5606,67.7975,-4.62,94,100,3.51,RU,2021-04-30 02:07:16
1805987,Jiaozuo,35.2397,113.2331,24.7,18,51,5.31,CN,2021-04-30 02:07:17
3448455,São Miguel do Araguaia,-13.275,-50.1628,22.21,85,95,1.16,BR,2021-04-30 02:07:07
3183284,Alghero,40.5589,8.3181,9.0,100,0,1.03,IT,2021-04-30 02:07:17
4791259,Virginia Beach,36.8529,-75.978,26.41,54,100,1.79,US,2021-04-30 01:57:50
2015833,Svobodnyy,51.4,128.1333,13.23,33,44,4.72,RU,2021-04-30 02:07:18
778362,Øksfjord,70.2396,22.3479,-4.0,86,90,7.2,NO,2021-04-30 02:07:18
1488206,Ust'-Ishim,57.6935,71.1665,6.24,65,8,4.37,RU,2021-04-30 02:07:19
3870243,Taltal,-25.4,-70.4833,17.72,76,0,1.42,CL,2021-04-30 02:07:19
286621,Salalah,17.0151,54.0924,28.0,83,75,2.57,OM,2021-04-30 02:06:55
5505411,Henderson,36.0397,-114.9819,29.74,10,1,3.09,US,2021-04-30 02:04:48
2386042,Kabo,7.6994,18.629,24.5,70,100,1.54,CF,2021-04-30 02:07:20
2239862,Malanje,-9.5402,16.341,18.04,98,100,1.66,AO,2021-04-30 02:07:20
2146219,Hervey Bay,-25.2986,152.8535,21.67,80,99,1.34,AU,2021-04-30 02:07:21
3461425,Ilhabela,-23.7781,-45.3581,20.24,80,48,1.07,BR,2021-04-30 02:07:21
3671519,Puerto Carreño,6.189,-67.4859,22.54,94,89,3.92,CO,2021-04-30 02:07:22
3832899,Viedma,-40.8135,-62.9967,19.74,53,100,8.21,AR,2021-04-30 02:06:18
5391295,Salinas,36.6777,-121.6555,15.86,63,1,5.14,US,2021-04-30 02:07:22
951650,Stutterheim,-32.5708,27.424,11.08,97,100,3.01,ZA,2021-04-30 02:07:23
366444,Tambura,5.6,27.4667,19.8,95,100,2.07,SS,2021-04-30 02:07:23
3399518,Floresta,-8.6011,-38.5686,22.9,73,35,5.54,BR,2021-04-30 02:07:23
696302,Prykolotne,50.1604,37.3474,5.78,72,73,4.03,UA,2021-04-30 02:07:24
95788,Hīt,33.6416,42.8251,25.77,24,0,5.47,IQ,2021-04-30 02:07:24
6137462,Saint-Augustin,51.226,-58.6502,5.03,85,100,1.6,CA,2021-04-30 02:07:25
64013,Bosaso,11.2842,49.1816,29.44,67,100,1.09,SO,2021-04-30 02:07:25
2122493,Omsukchan,62.5333,155.8,-1.33,90,97,2.34,RU,2021-04-30 02:07:25
2440371,Ouallam,14.3188,2.0866,30.59,22,5,1.53,NE,2021-04-30 02:07:26
2264923,Peniche,39.3558,-9.3811,10.18,84,100,5.02,PT,2021-04-30 02:07:26
5729080,Grants Pass,42.439,-123.3284,24.74,12,1,1.54,US,2021-04-30 02:04:29
2021799,Konstantinovka,49.6167,127.9833,14.49,34,83,6.88,RU,2021-04-30 02:07:27
1106542,Chitungwiza,-18.0127,31.0756,15.0,85,0,2.68,ZW,2021-04-30 02:07:27
5151186,Coshocton,40.272,-81.8596,11.87,91,100,0.89,US,2021-04-30 02:07:28
3939761,Hualmay,-11.0964,-77.6139,19.41,85,0,3.87,PE,2021-04-30 02:07:28
3671437,Caucayá,-0.1934,-74.7819,21.77,98,95,0.59,CO,2021-04-30 02:07:29
2065594,Mount Isa,-20.7333,139.5,29.0,34,1,3.6,AU,2021-04-30 02:07:29
2122614,Ekhabi,53.5102,142.9671,0.92,79,100,3.11,RU,2021-04-30 02:07:30
5919850,Chapais,49.7834,-74.8492,10.0,50,1,3.6,CA,2021-04-30 02:07:30
2274275,Robertsport,6.7533,-11.3686,27.44,76,100,1.4,LR,2021-04-30 02:07:31
1519691,Sarkand,45.41,79.9186,24.07,31,3,3.38,KZ,2021-04-30 02:07:31
3841956,Paraná,-31.732,-60.5238,16.48,83,0,0.45,AR,2021-04-30 02:07:31
3664539,Coari,-4.085,-63.1414,22.88,96,100,0.56,BR,2021-04-30 02:07:32
5972762,Hay River,60.8156,-115.7999,7.0,29,98,5.14,CA,2021-04-30 02:07:32
1278455,Jamkhed,18.7362,75.3121,29.69,38,30,1.61,IN,2021-04-30 02:07:33
3430443,Necochea,-38.5473,-58.7368,14.44,85,60,4.47,AR,2021-04-30 02:07:33
5000950,Marquette,46.5333,-87.6335,3.89,89,4,2.36,US,2021-04-30 02:07:33
2976007,Sarlat-la-Canéda,44.889,1.2166,8.89,94,100,0.92,FR,2021-04-30 02:07:34
258175,Lixouri,38.2019,20.4314,17.22,68,3,0.45,GR,2021-04-30 02:07:34
2145554,Ulladulla,-35.35,150.4667,20.84,56,20,2.06,AU,2021-04-30 02:07:35
1805833,Jiexiu,37.0244,111.9125,20.06,27,13,10.54,CN,2021-04-30 02:07:35
3905792,San Borja,-14.8167,-66.85,17.51,85,15,1.25,BO,2021-04-30 02:07:36
2174444,Bowen,-20.0167,148.2333,26.0,65,40,7.72,AU,2021-04-30 02:07:36
1650232,Banjar,-8.19,114.9675,29.0,79,20,4.12,ID,2021-04-30 02:07:36
2039557,Khasan,42.4308,130.6434,6.75,76,100,2.88,RU,2021-04-30 02:07:37
2315026,Kasongo-Lunda,-6.4667,16.8167,21.19,97,100,0.35,CD,2021-04-30 02:07:37
2537881,Safi,32.2994,-9.2372,16.12,72,94,0.76,MA,2021-04-30 02:07:38
3441890,Departamento de Maldonado,-34.6667,-54.9167,14.28,94,0,2.06,UY,2021-04-30 02:07:38
2708365,Halmstad,56.6745,12.8568,3.96,70,20,4.12,SE,2021-04-30 02:04:51
4487127,Randolph,35.7001,-79.8164,22.54,66,100,0.45,US,2021-04-30 02:07:39
5563397,Eureka,40.8021,-124.1637,12.94,76,100,1.79,US,2021-04-30 02:03:58
2027244,Bagdarin,54.4333,113.6,2.45,57,100,2.66,RU,2021-04-30 02:07:40
2686469,Örnsköldsvik,63.2909,18.7153,-1.0,69,17,3.09,SE,2021-04-30 02:07:40
1160571,Khāsh,28.2211,61.2158,20.98,32,100,1.72,IR,2021-04-30 02:07:41
642455,Pedersore,63.65,22.6833,0.0,86,0,2.57,FI,2021-04-30 02:07:41
3386213,Touros,-5.1989,-35.4608,24.0,94,40,2.06,BR,2021-04-30 02:07:41
3175096,Laas,46.6166,10.7002,8.43,87,75,2.57,IT,2021-04-30 02:06:24
